ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
8247,2.02,1.2,1.49,0.5,858.1,33.8,53.0,0.1,9b6fda4535d162e79ea820c7d3994678956c3e02,2019-07-16 16:15:08,2019-07-16 16:15:08
8248,2.46,1.2,1.63,0.19,869.2,31.6,73.0,0.1,6599b6196b844b964698a79298fd6ec08b92dcc0,2019-07-16 16:15:08,2019-07-16 16:15:08
8249,1.83,1.2,1.61,0.44,870.5,34.1,75.0,0.1,31e3e474e25bd89896961cebdffa336bb9ac0571,2019-07-16 16:15:08,2019-07-16 16:15:08
8250,2.03,1.2,1.68,0.78,863.8,42.2,79.0,0.1,ac86e644a628e72db6288615684599f43fb80c22,2019-07-16 16:15:08,2019-07-16 16:15:08
8251,2.08,1.2,1.15,0.41,867.9,38.5,84.0,0.1,3f44f0d8f82bc11f8f4d9d085084c5d2456784ef,2019-07-16 16:15:08,2019-07-16 16:15:08
8252,2.23,1.2,1.78,0.66,879.1,26.2,92.0,0.1,eba3715a0d50755af42bb1fea82eafc6bae52010,2019-07-16 16:15:08,2019-07-16 16:15:08
8253,2.2,1.2,1.54,0.78,863.8,43.3,44.0,0.1,dea1ea9d9c531a4157b487542b03e71df951ede8,2019-07-16 16:15:08,2019-07-16 16:15:08
8254,1.91,1.2,1.47,0.35,864.8,30.8,58.0,0.1,2b22819c7bcd9515fc735b61689c71a6fe60fc7e,2019-07-16 16:15:08,2019-07-16 16:15:08
8255,2.27,1.2,1.83,0.15,864.6,45.1,56.0,0.1,fb16d9b09eeca631fa85b712ce9e9a835268100e,2019-07-16 16:15:08,2019-07-16 16:15:08
8256,2.43,1.2,1.3,0.5,871.9,31.0,91.0,0.1,6c556abbd819131e304908def24b236114fa0a0d,2019-07-16 16:15:08,2019-07-16 16:15:08
8257,2.06,1.2,1.74,0.36,874.2,29.0,42.0,0.1,b826670845fcc7442559c6691b0253411aab1b91,2019-07-16 16:15:08,2019-07-16 16:15:08
8258,2.23,1.2,1.3,0.54,881.1,24.1,49.0,0.1,104cf429ea2e3769be50ecc354c4df28ff792767,2019-07-16 16:15:08,2019-07-16 16:15:08
8259,1.81,1.2,1.44,0.5,873.5,38.6,100.0,0.1,a09cffdb5efa5a6c80833d073e4fd802140c812f,2019-07-16 16:15:08,2019-07-16 16:15:08
8260,1.99,1.2,1.35,0.64,868.6,40.8,92.0,0.1,14ae00bdcae58a896302d606c32353b65705a864,2019-07-16 16:15:08,2019-07-16 16:15:08
8261,1.99,1.2,1.44,0.35,864.2,42.2,43.0,0.1,0c64287cb6e0fed9eabcce9284c5f2d2e289abbc,2019-07-16 16:15:08,2019-07-16 16:15:08
8262,2.28,1.2,1.42,0.43,873.3,38.9,65.0,0.1,fb5d99323bbf4c8e924b00df7a118d2a43b960cf,2019-07-16 16:15:08,2019-07-16 16:15:08
8263,1.97,1.2,1.39,0.51,868.9,30.3,94.0,0.1,5f7f0ee9973b249621a67bfa3149faee997c94a7,2019-07-16 16:15:08,2019-07-16 16:15:08
8264,2.56,1.2,1.55,0.46,872.0,33.4,47.0,0.1,8702c97d2cc43fecda51ff2186d37c8146183821,2019-07-16 16:15:08,2019-07-16 16:15:08
8265,1.95,1.2,1.43,0.56,869.4,33.1,70.0,0.1,b373cf7d3e4e90f14a92c57adfcf9a71ca0ed017,2019-07-16 16:15:08,2019-07-16 16:15:08
8266,1.9,1.2,1.71,0.32,866.0,30.4,87.0,0.1,03a98be5fce51d2ffab7bd7db59b172caf3ea4e3,2019-07-16 16:15:08,2019-07-16 16:15:08
8267,2.15,1.2,1.75,0.81,862.8,34.5,65.0,0.1,17b94263c11cf2fd6c165ed2caeb89ae8f80605a,2019-07-16 16:15:08,2019-07-16 16:15:08
8268,2.05,1.2,1.83,0.29,861.8,26.3,56.0,0.1,c00361e8b8996c3efa05863d335312d679d40d9a,2019-07-16 16:15:08,2019-07-16 16:15:08
8269,1.99,1.2,1.46,0.56,865.9,37.3,75.0,0.1,e2ac7e2c7379d7a49b5a3302b6a278145d9c3381,2019-07-16 16:15:08,2019-07-16 16:15:08
8270,1.92,1.2,1.23,0.3,870.9,37.8,36.0,0.1,52921ae2432bf273d9297c5a06e81e82bd884535,2019-07-16 16:15:08,2019-07-16 16:15:08
8271,2.45,1.2,1.44,0.52,868.5,31.6,47.0,0.1,038f5de9c7b8d42cef9dab36861bc04237877558,2019-07-16 16:15:08,2019-07-16 16:15:08
8272,2.08,1.2,1.52,0.5,871.9,34.1,97.0,0.1,158dd6557aa310a2eec3c51e60302163a879c57a,2019-07-16 16:15:08,2019-07-16 16:15:08
8273,2.08,1.2,1.81,0.22,874.5,46.8,80.0,0.1,bd05262421f16830da18404456b023e04cea55ce,2019-07-16 16:15:08,2019-07-16 16:15:08
8274,2.22,1.2,1.34,0.29,858.2,33.0,70.0,0.1,164d7957e355b74b7f4065f4a5e921bb02746f03,2019-07-16 16:15:08,2019-07-16 16:15:08
8275,2.35,1.2,1.55,0.22,869.1,36.2,49.0,0.1,2c01a3a6195f2016eb394699773c36e4df16c90e,2019-07-16 16:15:08,2019-07-16 16:15:08
8276,1.85,1.2,1.89,0.42,870.3,39.5,56.0,0.1,2e668c0ccb465e63ed720d337880e6e65af510ac,2019-07-16 16:15:08,2019-07-16 16:15:08
8277,2.07,1.2,1.39,0.47,871.0,37.6,46.0,0.1,48fa75f98c67e57a3bf1c14caf1f07ce06363499,2019-07-16 16:15:08,2019-07-16 16:15:08
8278,1.84,1.2,1.59,0.18,876.7,19.8,84.0,0.1,bee2ba69e77d4b0adfcaa77942b28b7d151bd8bb,2019-07-16 16:15:08,2019-07-16 16:15:08
8279,2.08,1.2,1.7,0.59,869.0,39.9,80.0,0.1,9f7c1d1d81acd85a50f72e2ab08cd67159c39483,2019-07-16 16:15:08,2019-07-16 16:15:08
8280,1.97,1.2,1.63,0.32,874.8,29.9,79.0,0.1,27537b8805213bf44e5802238432e8aa33b1123a,2019-07-16 16:15:08,2019-07-16 16:15:08
8281,2.31,1.2,1.29,0.52,868.1,36.8,65.0,0.1,2c46913e32484a1672abbb12baf9e5cc4b290558,2019-07-16 16:15:08,2019-07-16 16:15:08
8282,1.92,1.2,1.57,0.39,871.5,39.9,90.0,0.1,bc8b3103351bab8c71d649e36ed7e96f0dd01a7f,2019-07-16 16:15:08,2019-07-16 16:15:08
8283,2.02,1.2,1.15,0.03,874.8,35.9,69.0,0.1,e63c27ae83c4e716894cdce8567cf0056e8b494f,2019-07-16 16:15:08,2019-07-16 16:15:08
8284,2.09,1.2,1.71,0.64,864.3,44.5,73.0,0.1,0ce4c6ddbe18b18575370ec6d2459095ffcf1a0d,2019-07-16 16:15:08,2019-07-16 16:15:08
8285,2.02,1.2,1.25,0.26,864.6,33.0,47.0,0.1,0ca3594a0cc942128000f5dcf21abfd88e2b424d,2019-07-16 16:15:08,2019-07-16 16:15:08
8286,2.05,1.2,1.96,0.71,859.8,40.9,76.0,0.1,aa74708f7bc89fc69a7dde219db8457ac0bb22b9,2019-07-16 16:15:08,2019-07-16 16:15:08
8287,2.09,1.2,1.48,0.59,869.8,34.3,47.0,0.1,2a1e39ef71e08e89a2820e9be5d496821c55bb09,2019-07-16 16:15:08,2019-07-16 16:15:08
8288,2.17,1.2,1.57,0.57,860.5,27.5,49.0,0.1,15dbe940f4f428608f68b5ad8d1da38a6c037873,2019-07-16 16:15:08,2019-07-16 16:15:08
8289,2.39,1.2,1.44,0.64,879.7,44.1,117.0,0.1,118a8b35bb6bdd47c8596cac17ac55b78580e636,2019-07-16 16:15:08,2019-07-16 16:15:08
8290,2.32,1.2,1.28,0.33,872.3,45.2,71.0,0.1,d66166713aa3635c5a29b5692d725b656d170df6,2019-07-16 16:15:08,2019-07-16 16:15:08
8291,2.29,1.2,1.8,0.66,864.9,31.1,107.0,0.1,c10508ee7c31300bcf3f92d4330df6f9b8afb22b,2019-07-16 16:15:08,2019-07-16 16:15:08
8292,2.44,1.2,1.55,0.24,869.9,33.0,93.0,0.1,a22c1d327711ab6c17c96596d9292c81e71039db,2019-07-16 16:15:08,2019-07-16 16:15:08
8293,2.4,1.2,1.42,0.27,872.3,31.3,35.0,0.1,0d8e4e1fc09949d69c982985ff8f56c08fd32583,2019-07-16 16:15:08,2019-07-16 16:15:08
8294,2.14,1.2,1.39,0.71,861.1,37.9,76.0,0.1,737a4ce597861bc088a039c104d30f39d1f9529c,2019-07-16 16:15:08,2019-07-16 16:15:08
8295,1.83,1.2,1.39,0.21,871.5,37.8,89.0,0.1,4b7cadacbbb73e415ea9e0f590d5fa28f2512dcb,2019-07-16 16:15:08,2019-07-16 16:15:08
8296,2.45,1.2,1.18,0.47,870.3,33.7,48.0,0.1,4adb9f5950f884fc69e9c91c611f347a073b48b7,2019-07-16 16:15:08,2019-07-16 16:15:08
8297,2.41,1.2,1.61,0.62,869.1,31.8,77.0,0.1,52fc8f4b03164c31140a5f78f249100d5d3286c9,2019-07-16 16:15:08,2019-07-16 16:15:08
8298,2.15,1.2,1.76,0.69,862.6,37.7,60.0,0.1,81be6501a9f38ea2c539e17127142c032f9c3547,2019-07-16 16:15:08,2019-07-16 16:15:08
8299,2.41,1.2,1.65,0.68,873.5,32.3,51.0,0.1,b797f051ecef60803633377ff0546c943929253a,2019-07-16 16:15:08,2019-07-16 16:15:08
8300,2.15,1.2,1.44,0.08,868.7,30.7,49.0,0.1,61b572fdbac25c401cc6dc27d74b45a8bfd01f63,2019-07-16 16:15:08,2019-07-16 16:15:08
8301,1.88,1.2,1.4,0.74,875.2,34.1,79.0,0.1,4d5d82b5340498908483d7f269a2ae87b34747c5,2019-07-16 16:15:08,2019-07-16 16:15:08
8302,2.14,1.2,1.51,0.08,874.2,37.3,64.0,0.1,cea9debadc506f5326d68d9fe89feae40be3eaf9,2019-07-16 16:15:08,2019-07-16 16:15:08
8303,2.04,1.2,1.38,0.14,865.1,20.8,76.0,0.1,4501c362c3797a9162c093cf03dc00c6d552f5a3,2019-07-16 16:15:08,2019-07-16 16:15:08
8304,2.23,1.2,1.5,0.38,878.8,30.9,64.0,0.1,203a58731f230891542cfbf1d90181ce675e84e5,2019-07-16 16:15:08,2019-07-16 16:15:08
8305,2.15,1.2,1.96,0.75,873.1,29.0,67.0,0.1,c49fceed643782e9f752a22e68c68bb061fd6730,2019-07-16 16:15:08,2019-07-16 16:15:08
8306,2.25,1.2,1.7,0.62,875.3,45.9,78.0,0.1,a559c4d87f2586a16ccc21b7761b59b476e0182d,2019-07-16 16:15:08,2019-07-16 16:15:08
8307,2.06,1.2,1.16,0.2,869.7,40.9,85.0,0.1,a05bfab2e99169344e57f62cc138d04b3939375f,2019-07-16 16:15:08,2019-07-16 16:15:08
8308,2.19,1.2,1.72,0.56,872.3,38.9,86.0,0.1,bc6585cb82792743b30e306657bbccc3239b42b0,2019-07-16 16:15:08,2019-07-16 16:15:08
8309,1.82,1.2,1.89,0.08,859.3,31.1,57.0,0.1,e6ebda8387ea70253dee338a803de39806438c76,2019-07-16 16:15:08,2019-07-16 16:15:08
8310,1.9,1.2,1.26,0.27,873.5,27.6,26.0,0.1,f60a577546e6f74f5130a93167739e8bc4194962,2019-07-16 16:15:08,2019-07-16 16:15:08
8311,2.28,1.2,1.93,0.03,869.3,45.3,86.0,0.1,386ad6373e8cb09017953791d86335e4b97925a8,2019-07-16 16:15:08,2019-07-16 16:15:08
8312,2.09,1.2,1.67,0.52,868.4,30.7,96.0,0.1,e6444849c955162d81c5c93037be2e9aa409beec,2019-07-16 16:15:08,2019-07-16 16:15:08
8313,2.42,1.2,1.36,0.52,869.2,30.9,67.0,0.1,91b6204ec0aa58fe06990c0d4e38e945b854a114,2019-07-16 16:15:08,2019-07-16 16:15:08
8314,2.09,1.2,1.66,0.16,872.8,30.6,100.0,0.1,af988fdffd5d1ba3f09981976f07589bf6d41a50,2019-07-16 16:15:08,2019-07-16 16:15:08
8315,2.33,1.2,1.44,0.52,874.3,28.0,74.0,0.1,15954071292014b838890956d0e86e8e4bed2263,2019-07-16 16:15:08,2019-07-16 16:15:08
8316,2.0,1.2,1.4,0.49,869.7,32.7,87.0,0.1,16aa4680402809cbad76ea9d23cb587047f3d9d8,2019-07-16 16:15:08,2019-07-16 16:15:08
8317,2.05,1.2,1.42,0.38,873.0,35.8,70.0,0.1,32e2675b747a18e4953b703d77d2c0b137b86668,2019-07-16 16:15:08,2019-07-16 16:15:08
8318,1.94,1.2,1.07,0.49,868.1,39.4,108.0,0.1,e9c4dcfc22e34956e6a1365a13d8890bdf533166,2019-07-16 16:15:08,2019-07-16 16:15:08
8319,1.98,1.2,1.34,0.3,867.6,32.5,61.0,0.1,64f1aa693b1ae4524fb8a192922c984a5414ffe4,2019-07-16 16:15:08,2019-07-16 16:15:08
8320,1.92,1.2,1.49,0.48,873.4,34.4,97.0,0.1,8f29a58725b3e4d755b60dad3829e2c6287200df,2019-07-16 16:15:08,2019-07-16 16:15:08
8321,2.08,1.2,1.8,0.29,860.2,36.9,57.0,0.1,8651b2cc320a9205c66b57b7ad1916e49f8e4cc6,2019-07-16 16:15:08,2019-07-16 16:15:08
8322,2.22,1.2,1.48,0.08,862.9,31.2,64.0,0.1,4c2aaba0ac842e9dda6b10f888a988f8f254a995,2019-07-16 16:15:08,2019-07-16 16:15:08
8323,2.19,1.2,1.34,0.7,865.1,35.9,74.0,0.1,3fe122076fb9b798b6ad8ff4bea7750e358264cf,2019-07-16 16:15:08,2019-07-16 16:15:08
8324,2.19,1.2,1.24,0.38,871.2,38.1,82.0,0.1,069c90edce8861d8d9e25769aec202325f2b5c9a,2019-07-16 16:15:08,2019-07-16 16:15:08
8325,2.6,1.2,1.16,0.47,880.4,33.8,58.0,0.1,97e70ddfd595fa725b65edff2764baae23863b29,2019-07-16 16:15:08,2019-07-16 16:15:08
8326,2.17,1.2,1.59,0.25,867.4,34.6,44.0,0.1,7d0e1ead7bdc415dc11f856fd5ed2d071788da22,2019-07-16 16:15:08,2019-07-16 16:15:08
8327,2.7,1.2,1.87,0.22,862.5,35.3,63.0,0.1,3a7e83643df85453002ce4529a1991c6cc0314f3,2019-07-16 16:15:08,2019-07-16 16:15:08
8328,1.9,1.2,1.55,0.6,866.3,30.1,47.0,0.1,7cb5d404a880af634f57462bfb65bfd07e070a3b,2019-07-16 16:15:08,2019-07-16 16:15:08
8329,2.06,1.2,1.35,0.4,866.9,36.0,80.0,0.1,35ae4a1806751d6830790bd45ade26017574ba0f,2019-07-16 16:15:08,2019-07-16 16:15:08
8330,1.97,1.2,1.7,0.13,867.3,34.1,58.0,0.1,dd247c2f11b17c6bc55fd29316ee2fc31871ce8f,2019-07-16 16:15:08,2019-07-16 16:15:08
8331,1.84,1.2,1.48,0.36,878.9,36.0,90.0,0.1,58ff302b84e9a8654a83777f3d8d432b1a7bacbe,2019-07-16 16:15:08,2019-07-16 16:15:08
8332,2.07,1.2,1.26,0.19,870.9,38.0,107.0,0.1,abff6aac3914e3fdd500c24e881e0a845baca1aa,2019-07-16 16:15:08,2019-07-16 16:15:08
8333,1.99,1.2,1.53,0.23,872.9,38.0,79.0,0.1,4fe01892c83416ed2a7d2be5d31a3deeb233cc2e,2019-07-16 16:15:08,2019-07-16 16:15:08
8334,2.1,1.2,1.4,0.46,866.3,35.2,58.0,0.1,ee4e8a0d384bbcb9be001c6a09357809d9bce38c,2019-07-16 16:15:08,2019-07-16 16:15:08
8335,1.98,1.2,1.27,0.34,878.3,28.0,83.0,0.1,c6fae29e96a2eb48ccad15fd74956ee10b47ba2e,2019-07-16 16:15:08,2019-07-16 16:15:08
8336,2.05,1.2,1.67,0.38,874.0,31.5,84.0,0.1,70456ab921b2d5310cb4b0d6819dfaf9127063c4,2019-07-16 16:15:08,2019-07-16 16:15:08
8337,2.35,1.2,1.59,0.67,866.1,33.0,25.0,0.1,70cc555bc848c4875b98ef1b9ada72ba17b0b736,2019-07-16 16:15:08,2019-07-16 16:15:08
8338,2.24,1.2,1.47,0.56,868.2,31.6,85.0,0.1,7868b73e476fb94308652df09ca463322ba01122,2019-07-16 16:15:08,2019-07-16 16:15:08
8339,1.98,1.2,1.32,0.33,872.3,34.4,78.0,0.1,0c222a8c5d857cca04fa351cf26cb435d1bcb876,2019-07-16 16:15:08,2019-07-16 16:15:08
8340,2.03,1.2,1.22,0.54,861.2,37.7,54.0,0.1,65a801b69ac9d007c059c34ba6b2430e67d0752a,2019-07-16 16:15:08,2019-07-16 16:15:08
8341,2.42,1.2,1.45,0.49,871.9,38.4,45.0,0.1,dd641577cad20d2f1eed2c792d7c410b5509d21b,2019-07-16 16:15:08,2019-07-16 16:15:08
8342,2.15,1.2,1.5,0.16,867.5,31.4,101.0,0.1,4ccced141b2aa9437e3c6fa828d19f24332f70a8,2019-07-16 16:15:08,2019-07-16 16:15:08
8343,2.03,1.2,1.6,0.36,862.3,35.3,77.0,0.1,16826ef4a8da61d36ec1363613ad1d1bee2f1e1f,2019-07-16 16:15:08,2019-07-16 16:15:08
8344,2.06,1.2,1.56,0.19,864.4,39.3,85.0,0.1,329dbff2748e27fff60c21ed5c5160f41c500435,2019-07-16 16:15:08,2019-07-16 16:15:08
8345,2.1,1.2,1.47,0.6,864.5,39.0,104.0,0.1,c5f325211af36676c76f11b7f597cc35e0d93b4c,2019-07-16 16:15:08,2019-07-16 16:15:08
8346,1.86,1.2,1.65,0.24,877.1,37.7,73.0,0.1,9b819e71f4a856919488b34107303d2d3b00d058,2019-07-16 16:15:08,2019-07-16 16:15:08
8347,2.06,1.2,1.76,0.15,866.4,32.4,84.0,0.1,6601d90737a3ce6879a8fe5212eee0303c1445fd,2019-07-16 16:15:08,2019-07-16 16:15:08
8348,1.94,1.2,1.66,0.49,855.4,34.8,79.0,0.1,aa95a03738da6e51c27bd086d1c940f674aebb27,2019-07-16 16:15:08,2019-07-16 16:15:08
8349,2.19,1.2,1.17,0.11,875.8,33.5,79.0,0.1,4669fd436431169c585651f36c8152dfe4ed0fe5,2019-07-16 16:15:08,2019-07-16 16:15:08
8350,2.24,1.2,1.7,0.56,869.3,35.0,99.0,0.1,756e065ade08dcc60715bcea7439469a7b98f7bd,2019-07-16 16:15:08,2019-07-16 16:15:08
8351,1.97,1.2,1.54,0.52,869.6,32.8,87.0,0.1,31d37c1a6c90fdc6e3a4d980bbb1d1fa8d1678d2,2019-07-16 16:15:08,2019-07-16 16:15:08
8352,2.08,1.2,1.08,0.25,873.0,37.3,98.0,0.1,9337c0b096acb870cf2e6b547520086c8ef35bcc,2019-07-16 16:15:08,2019-07-16 16:15:08
8353,2.26,1.2,1.64,0.51,868.2,32.5,44.0,0.1,d9539121d9de771024f58821ec2d5ae14a456168,2019-07-16 16:15:08,2019-07-16 16:15:08
8354,1.88,1.2,1.64,0.4,878.1,36.3,52.0,0.1,06470f4cf8a76fdc09bbbcd84c645ac17f976018,2019-07-16 16:15:08,2019-07-16 16:15:08
8355,1.88,1.2,1.13,0.3,876.2,32.4,114.0,0.1,9fb65577dff3c24555a735487271fda56a7261d5,2019-07-16 16:15:08,2019-07-16 16:15:08
8356,2.41,1.2,1.58,0.52,875.9,31.4,55.0,0.1,a2bdb5af6784eaf421befcb09a1f4bd89245c2cc,2019-07-16 16:15:08,2019-07-16 16:15:08
8357,2.19,1.2,1.19,0.34,873.3,37.2,59.0,0.1,8775116b749f69a7905a5ba4b6cf412af436637f,2019-07-16 16:15:08,2019-07-16 16:15:08
8358,2.33,1.2,1.49,0.09,871.2,40.5,89.0,0.1,3650b747b635f55f4e264c92cc61fb835fd1163e,2019-07-16 16:15:08,2019-07-16 16:15:08
8359,2.12,1.2,1.13,0.31,872.2,32.8,79.0,0.1,c427f2db9088e72df315869ea3c6369669e72472,2019-07-16 16:15:08,2019-07-16 16:15:08
8360,2.0,1.2,1.34,0.41,872.4,39.2,69.0,0.1,3b291956407565a77530b9af8ce89c605fe0a48b,2019-07-16 16:15:08,2019-07-16 16:15:08
8361,1.97,1.2,1.52,0.45,877.4,43.6,3.0,0.1,ed1b1a4edcdbd2f0f372a03ba97786ae79a6ed5c,2019-07-16 16:15:08,2019-07-16 16:15:08
8362,2.13,1.2,1.31,0.58,867.3,36.0,78.0,0.1,33c155293bff66445674f28561554c4c84fdabf5,2019-07-16 16:15:08,2019-07-16 16:15:08
8363,1.92,1.2,1.35,0.42,871.7,36.0,89.0,0.1,6385c3c1eb27e7cb838455188f389cda393ca7bf,2019-07-16 16:15:08,2019-07-16 16:15:08
8364,2.04,1.2,1.66,0.64,873.6,31.6,76.0,0.1,df33aa63f894bf6e0acfc87af9081543ac580862,2019-07-16 16:15:08,2019-07-16 16:15:08
8365,1.87,1.2,1.4,0.16,861.5,38.6,50.0,0.1,8e296ed8ccdd6060e33f710532f98b8f2777dc95,2019-07-16 16:15:08,2019-07-16 16:15:08
8366,2.23,1.2,1.52,0.52,867.7,37.0,84.0,0.1,3f98992e0c2e3872e560b58592dbbf70ae6155bf,2019-07-16 16:15:08,2019-07-16 16:15:08
8367,2.15,1.2,1.72,0.54,871.2,34.2,73.0,0.1,bbc81b6b4f45ee5730d37e32488dbe05bddf6b38,2019-07-16 16:15:08,2019-07-16 16:15:08
8368,2.1,1.2,1.72,0.76,869.9,34.8,52.0,0.1,02dea3617fec5946ef4d7a361d77f56315375263,2019-07-16 16:15:08,2019-07-16 16:15:08
8369,2.23,1.2,1.37,0.36,873.1,28.5,100.0,0.1,1d36f41c4b63d4d5a0221b23e48cf229d98ef7e3,2019-07-16 16:15:08,2019-07-16 16:15:08
8370,2.15,1.2,1.31,0.97,872.9,33.0,59.0,0.1,e5cc8255cd905a270ac8d466737a3f8c8449b222,2019-07-16 16:15:08,2019-07-16 16:15:08
8371,2.09,1.2,1.35,0.61,862.6,28.0,85.0,0.1,9de7166735d1ed54c9386b143f9bf57a20605c18,2019-07-16 16:15:08,2019-07-16 16:15:08
8372,2.24,1.2,1.38,0.36,875.1,33.8,39.0,0.1,e7e18ef2a7af0ea31b32c71e9db9ab9d9fd8e531,2019-07-16 16:15:08,2019-07-16 16:15:08
8373,2.02,1.2,1.68,0.45,873.2,35.7,71.0,0.1,012ad600873e3db92812943772e64b5ba7af700b,2019-07-16 16:15:08,2019-07-16 16:15:08
8374,1.91,1.2,1.55,0.39,877.0,43.5,63.0,0.1,ed2e98754e5262c31d8c122a9f3059a0b99aa789,2019-07-16 16:15:08,2019-07-16 16:15:08
8375,2.17,1.2,1.51,0.43,866.5,47.3,99.0,0.1,e80aecd76e725a49f59e456f0841c1d8ad2bed0c,2019-07-16 16:15:08,2019-07-16 16:15:08
8376,2.05,1.2,1.63,0.47,872.7,35.9,81.0,0.1,da90b114cb4e0f8412b3f2011c484fe83f053666,2019-07-16 16:15:08,2019-07-16 16:15:08
8377,2.19,1.2,1.61,0.23,879.4,38.4,94.0,0.1,ce0a5f1e89a4a8d830f115fbfc9e1263050f88bc,2019-07-16 16:15:08,2019-07-16 16:15:08
8378,2.18,1.2,1.37,0.15,863.6,32.5,97.0,0.1,413c42feb1590e8cdb12cef6528981dc60ba5008,2019-07-16 16:15:08,2019-07-16 16:15:08
8379,2.01,1.2,1.45,0.52,869.7,36.1,84.0,0.1,af7980e618a9123b9690353ee21ad1fb2ba12669,2019-07-16 16:15:08,2019-07-16 16:15:08
8380,2.24,1.2,1.41,0.33,870.6,31.2,70.0,0.1,a133bf65f382265e2a2b8f4b189fcb4500bd10c9,2019-07-16 16:15:08,2019-07-16 16:15:08
8381,2.22,1.2,1.85,0.46,872.6,28.9,103.0,0.1,30f19c91ddf54e3dbe3627a29be29a30c863699c,2019-07-16 16:15:08,2019-07-16 16:15:08
8382,2.03,1.2,1.15,0.26,878.1,37.9,41.0,0.1,39c856fcca440aa83661bef8e39b22ac49c28c21,2019-07-16 16:15:08,2019-07-16 16:15:08
8383,2.06,1.2,1.37,0.41,866.5,30.9,40.0,0.1,1472bd7f2f0aa9225fd448bd2a39258e783fdebe,2019-07-16 16:15:08,2019-07-16 16:15:08
8384,2.17,1.2,1.67,0.31,876.8,36.3,61.0,0.1,2a74ec658b9676b09bdb2410c6217206a39429f3,2019-07-16 16:15:08,2019-07-16 16:15:08
8385,1.97,1.2,1.63,0.74,868.2,27.5,85.0,0.1,30d0d5858bad3198c1b8e33ec3cc594238f85e63,2019-07-16 16:15:08,2019-07-16 16:15:08
8386,2.16,1.2,1.47,0.4,864.9,33.1,70.0,0.1,56b2fcd201512ce762e7612c441b2911b46b02a2,2019-07-16 16:15:08,2019-07-16 16:15:08
8387,2.39,1.2,1.23,0.54,872.0,33.7,50.0,0.1,b99d69f37c1663b4dc8c79de4c9631246ea59d88,2019-07-16 16:15:08,2019-07-16 16:15:08
8388,2.32,1.2,1.31,0.22,866.6,29.5,88.0,0.1,939b1d49ca2946ad57e2c618104841339c648bf7,2019-07-16 16:15:08,2019-07-16 16:15:08
8389,2.14,1.2,1.46,0.33,873.2,37.1,58.0,0.1,badb5d3d227f02ad76667780333886841f4e8c3f,2019-07-16 16:15:08,2019-07-16 16:15:08
8390,1.92,1.2,1.56,0.8,865.7,31.2,80.0,0.1,9ce46fc91d338cd2b1d96b78f163776c6e2daa58,2019-07-16 16:15:08,2019-07-16 16:15:08
8391,2.1,1.2,1.57,0.33,871.6,46.1,68.0,0.1,da18b6e27e938135bbd797e9d1402db8b45a0ba2,2019-07-16 16:15:08,2019-07-16 16:15:08
8392,2.09,1.2,1.79,0.15,870.5,43.9,75.0,0.1,631f578b67fa36f037cc66fa4cfe8db1d22fa674,2019-07-16 16:15:08,2019-07-16 16:15:08
8393,1.94,1.2,1.35,0.29,877.3,36.3,70.0,0.1,e0e79e83abbf4230ecf61fb1b9d736827313255d,2019-07-16 16:15:08,2019-07-16 16:15:08
8394,2.1,1.2,1.43,0.2,874.2,40.0,83.0,0.1,54e8e2c1944c77e05feabdee85ad1a78e4971d68,2019-07-16 16:15:08,2019-07-16 16:15:08
8395,2.16,1.2,1.55,0.32,868.6,21.7,73.0,0.1,de368084733b2916b5fa84f6c252a73e0e9090d5,2019-07-16 16:15:08,2019-07-16 16:15:08
8396,2.08,1.2,1.64,0.12,873.0,40.6,63.0,0.1,a95a686514a450c6356c69355994f925688866e1,2019-07-16 16:15:08,2019-07-16 16:15:08
8397,2.24,1.2,1.16,0.3,868.8,39.3,42.0,0.1,bbfcdbd46964f81f24b2e2c22f166748058ea19d,2019-07-16 16:15:08,2019-07-16 16:15:08
8398,2.06,1.2,1.42,0.56,860.5,40.0,65.0,0.1,0f132268c88989280bfd1c939919c59296de53a3,2019-07-16 16:15:08,2019-07-16 16:15:08
8399,2.16,1.2,1.23,0.25,868.7,29.2,56.0,0.1,f6adb9b56d2262dde3098f313a45b722e853a29e,2019-07-16 16:15:08,2019-07-16 16:15:08
8400,2.03,1.2,1.62,0.6,872.1,44.8,91.0,0.1,c2302c7006948a3845b536ac496dc590d93d8c4f,2019-07-16 16:15:08,2019-07-16 16:15:08
8401,2.02,1.2,1.54,0.55,870.9,34.2,73.0,0.1,fcc706f3524a43e87f1afda958cf3412779219ce,2019-07-16 16:15:08,2019-07-16 16:15:08
8402,2.32,1.2,1.74,0.6,865.3,39.8,106.0,0.1,634ef06a58bdaf0b0d5bae085fdf7e4b97bd1588,2019-07-16 16:15:08,2019-07-16 16:15:08
8403,2.07,1.2,1.82,0.22,867.7,32.7,91.0,0.1,13f75f68184f233263045dcecf47ea11776c15da,2019-07-16 16:15:08,2019-07-16 16:15:08
8404,1.88,1.2,1.45,0.54,865.9,26.2,107.0,0.1,0b750dc598b7121726024f8f3f13f564ffdf5a13,2019-07-16 16:15:08,2019-07-16 16:15:08
